factor,level,level_value,replicate,feasible,error,episodes_per_million_miles,unknown_time_fraction,total_unknown_episodes,total_events,duration_s_mean,duration_s_median,duration_s_p90,duration_mi_mean,inter_arrival_mi_mean,inter_arrival_s_mean,dispersion_index,episodes_element,episodes_hidden_triggering,episodes_full_scenario,wall_seconds
variance_duration.ego_maneuver,x0.25,0.25,4,True,,38305.497311836014,0.020426130039914305,76611,10002348,38.56718436709956,24.01377407833934,64.78600115329027,0.5356553384312652,26.105800860174117,1879.6176619323974,5.445121142908942,35694,5285,35632,73.50509189994773
variance_duration.ego_maneuver,x4,4.0,0,True,,37523.4988941258,0.020378704767107417,75047,9986277,39.3142477583648,17.947293382138014,82.31345519647006,0.5460312188724877,26.64984371295168,1918.7887473090905,4.1003444206789545,34173,4997,35877,73.73553740000352
variance_duration.ego_maneuver,x4,4.0,1,True,,36779.49497287001,0.02018846498169781,73559,9989513,39.68321267192688,18.47381714731455,80.31790013611315,0.5511557315608188,27.188884927229083,1957.5997147368444,4.840261818342792,33691,4372,35496,71.56189269997412
variance_duration.ego_maneuver,x4,4.0,2,True,,35931.49982653178,0.020168199527356708,71863,9986951,40.61619074171329,17.926372081041336,84.64441317804157,0.5641137603085608,27.83063154889914,2003.8054714965724,5.170462962852893,29835,5694,36334,74.09909979999065
variance_duration.ego_maneuver,x4,4.0,3,True,,37027.99889941781,0.020332399978634078,74056,9983394,39.742856221473765,17.32882460206747,81.31384088099003,0.5519841141939327,27.0060928046787,1944.438681913239,4.460651534652848,33073,4680,36303,73.91424020001432
variance_duration.ego_maneuver,x4,4.0,4,True,,38808.99069726668,0.021003772386235933,77618,9987886,39.162178249815085,18.37847524136305,82.34420148171486,0.5439191423655828,25.766322582147343,1855.1752258922497,5.626374289443041,35746,5297,36575,74.03366989997448
variance_duration.environmental_conditions,x0.25,0.25,0,True,,38546.49560986291,0.020617680362687987,77093,9997584,38.70385847927396,21.025803700089455,69.62768689692022,0.5375535899891765,25.94228925313481,1867.8448262255406,5.453437592538987,34313,5097,37683,75.5908664999879
variance_duration.environmental_conditions,x0.25,0.25,1,True,,36535.499868332234,0.019809170880822922,73071,10000089,39.20193820415858,21.5383163690567,69.33940848708153,0.54447136394679,27.36979356503315,1970.6251366820509,4.351186142424016,33810,4221,35040,73.44691689999308
variance_duration.environmental_conditions,x0.25,0.25,2,True,,35661.99843328355,0.02024308917995463,71324,9999485,41.06540027135397,21.20403863489628,74.0241428061796,0.5703527815468645,28.039089246227086,2018.8144257283043,5.058734308635883,29880,5594,35850,74.87869169999612
variance_duration.environmental_conditions,x0.25,0.25,3,True,,36679.497701285174,0.020332603121635484,73359,9998375,40.10471315366033,21.104522854089737,69.88142663985491,0.5570099049119429,27.26313208039435,1962.9455097881562,4.146176910260486,33157,4637,35565,80.03882950003026
variance_duration.environmental_conditions,x0.25,0.25,4,True,,38042.49665483216,0.020641403808500425,76085,10002775,39.248688094413524,21.64972297847271,71.60745341032748,0.5451206679781032,26.285894421010376,1892.5843983120997,5.211268605629184,35465,5174,35446,80.29211480001686
variance_duration.environmental_conditions,x4,4.0,0,True,,37872.99934752664,0.02057890521901006,75746,9997419,39.31210496638325,21.07603519409895,70.1415071086958,0.5460014578661534,26.4036813845384,1901.0650596866838,5.572437743864146,34076,4996,36674,81.55742229998577
variance_duration.environmental_conditions,x4,4.0,1,True,,36906.99906239858,0.019864643633846317,73814,9999665,38.94801389498054,21.342566387727857,69.06051181107759,0.5409446374303012,27.095101839246063,1950.8473324252238,5.07799544502255,33734,4284,35796,80.07096390001243
variance_duration.environmental_conditions,x4,4.0,2,True,,35609.99944521513,0.019907628646452166,71220,9998908,40.42374255137847,21.376876145601273,73.55589736234396,0.5614408687691284,28.081675488809168,2021.8806351942299,5.014908860505843,30054,5518,35648,81.08889399998588
variance_duration.environmental_conditions,x4,4.0,3,True,,36847.49847989852,0.020252654922825443,73695,9998275,39.77194396234564,20.99987117946148,69.55555538833147,0.552388110587747,27.13859312546867,1953.978705033653,4.3045524794745145,33302,4636,35757,82.06872250000015
variance_duration.environmental_conditions,x4,4.0,4,True,,37732.49901751805,0.02058206917664347,75465,10001787,39.46596977541514,21.789315819740295,72.46143856346612,0.5481384691036358,26.502000493631943,1908.144035541431,5.069725157957015,35500,5281,34684,85.10341669997433
variance_duration.ru_maneuver,x0.25,0.25,0,True,,37653.99548587365,0.020521815421584662,75308,9999605,39.45701387647295,23.141626649536192,63.29703091382981,0.5480140816181555,26.55750103389872,1912.1400744401308,5.192741206430516,34149,5141,36018,69.759576499986
variance_duration.ru_maneuver,x0.25,0.25,1,True,,36538.997978734136,0.020133881307081467,73078,10000353,39.85973644483206,23.97209932655096,63.06329059377314,0.5536074506228598,27.36798880271766,1970.4951937957069,4.76420224772567,33745,4323,35010,67.42886849999195
variance_duration.ru_maneuver,x0.25,0.25,2,True,,35718.99699714873,0.020018835936007937,71438,9999045,40.551175527928514,23.205323718488216,65.41075279638173,0.5632107712220917,27.99576124756004,2015.694809824079,4.623593625339948,29990,5416,36032,69.55030579998856
variance_duration.ru_maneuver,x0.25,0.25,3,True,,36652.99455002408,0.020161158673844305,73306,9996787,39.797010800060846,23.0153818577528,63.20504255592823,0.552736261111823,27.281327626594543,1964.2555891145323,4.3570623696607615,33030,4676,35600,70.00655900000129
variance_duration.ru_maneuver,x0.25,0.25,4,True,,38076.99583517826,0.02048831356123314,76154,10002332,38.94361487058416,23.927151078358293,63.6873535171151,0.5408835398698324,26.261654890608863,1890.8391521234469,5.066108703561931,35467,5246,35441,72.11855449998984
variance_duration.ru_maneuver,x4,4.0,0,True,,38487.99594016225,0.020838912126297075,76976,9991453,39.18603915867475,18.806789856404066,74.0243178550154,0.544250543873448,25.98168974248842,1870.6816614475767,5.620326742839118,34418,5008,37550,68.86347620002925
variance_duration.ru_maneuver,x4,4.0,1,True,,36762.4991368102,0.01981466775315401,73525,9995206,38.98656065678206,18.967391304671764,73.06584198549403,0.5414800091248072,27.20092248774131,1958.466419105155,4.9317088673561615,33702,4245,35578,67.12672300002305
variance_duration.ru_maneuver,x4,4.0,2,True,,35589.48346296614,0.020084254940838823,71179,9992958,40.84060484051267,18.868546210229397,78.55556012957102,0.5672306227881376,28.098166577338898,2023.0679935558053,5.807663967853429,29829,5409,35941,71.07547219999833
variance_duration.ru_maneuver,x4,4.0,3,True,,36885.99755106849,0.02027764047070411,73772,9994026,39.76274556542725,18.94318040832877,72.7916523635388,0.5522603550785609,27.110547030578495,1951.9593861891124,4.833745259398985,33286,4564,35922,69.56225089996587
variance_duration.ru_maneuver,x4,4.0,4,True,,38729.495529701635,0.021213174749721325,77459,9997738,39.63994407637458,18.87209841609001,77.95570434033867,0.5505547788419435,25.81985156293675,1859.0293125196617,6.219397832187571,35521,5448,36490,70.90858210000442
variance_duration.street,x0.25,0.25,0,True,,37768.49797400526,0.02025251115474618,75537,9997731,38.81903965805666,21.06721766293049,69.88923256397248,0.5391533285839223,26.476472335224543,1906.3060081358421,4.748222558973562,34011,5067,36459,58.49797419999959
variance_duration.street,x0.25,0.25,1,True,,36262.49837733194,0.019810340249197894,72525,9999543,39.530848936415616,21.673106027767062,70.02981392480433,0.5490395685608578,27.57634580069032,1985.4968976494058,4.500501473240037,33711,4429,34385,58.92812940001022
variance_duration.street,x0.25,0.25,2,True,,35889.99921550699,0.020039445046030533,71780,9999701,40.41183694298278,21.069817028939724,73.09198948242701,0.5612755130972591,27.862373823521306,2006.0909152934162,5.64942292963844,29874,5523,36383,60.35198850004235
variance_duration.street,x0.25,0.25,3,True,,36735.998327074034,0.02015572751432183,73472,9997879,39.722463741345436,20.998261810280383,69.87698370218291,0.5517008852964542,27.22082723261249,1959.8995607477234,4.568411526272477,33037,4592,35843,62.18840620003175
variance_duration.street,x0.25,0.25,4,True,,38217.49646424608,0.020632095560384468,76435,10001631,39.06071465236014,21.493752360343933,71.55635708868508,0.5425099257274911,26.1655630789503,1883.9205416838772,5.077692708982211,35529,5170,35736,63.34220129996538
variance_duration.street,x4,4.0,0,True,,38160.496208344135,0.02072675482296966,76321,9998533,39.28453140223235,21.14475616812706,69.99060912430286,0.5456184916973136,26.204863516739646,1886.7501732052292,5.631567054227914,34232,5000,37089,63.29000049998285
variance_duration.street,x4,4.0,1,True,,36764.99699090828,0.01974828590877441,73530,9998945,38.85184954815415,21.55025812983513,69.26052630618217,0.5396090215014283,27.19819598911268,1958.2701112160391,4.881164970780736,33589,4360,35581,63.75851119996514
variance_duration.street,x4,4.0,2,True,,35435.99808999572,0.02000727591779641,70872,10000378,40.85840281560316,21.316710513085127,74.2152777723968,0.5674778168833668,28.219817738310756,2031.8268771583594,5.351371373176981,29748,5646,35478,62.74999480001861
variance_duration.street,x4,4.0,3,True,,37245.99816549904,0.020165143672168234,74492,9997809,39.18116007337295,20.86748868972063,69.40255336016418,0.5441827787962815,26.848285132260393,1933.076529522603,5.075634306419063,33356,4637,36499,66.13589109998429
variance_duration.street,x4,4.0,4,True,,38621.99543073212,0.020820348090781857,77244,10002220,39.017821692356335,21.34656213223934,71.87461202889679,0.541914190172231,25.8918960399006,1864.2165148723643,6.701030396662511,35578,5291,36375,70.01644369994756
variance_duration.temporal_modifications,x0.25,0.25,0,True,,38418.996192629354,0.020657768397368697,76838,9998039,38.92250883172042,20.978251464664936,69.65773787349463,0.5405904004398581,26.028790418835797,1874.0729101561103,4.914196488383064,34192,5027,37619,77.36486610001884
variance_duration.temporal_modifications,x0.25,0.25,1,True,,36926.49963690143,0.019836650827419106,73853,9999178,38.86087839425752,21.375280901789665,69.42949639186267,0.5397344221426305,27.079106010806612,1949.6956327776118,5.5406676729210895,33684,4342,35827,74.94844080001349
variance_duration.temporal_modifications,x0.25,0.25,2,True,,35907.99568314071,0.02035876595160009,71816,9999511,41.02048559417873,21.145033507607877,74.30545776337385,0.5697289665863987,27.848935971980374,2005.123389982536,5.019481948004477,29946,5556,36314,79.53384200000437
variance_duration.temporal_modifications,x0.25,0.25,3,True,,36915.49801017794,0.019952515552139328,73831,9999079,39.09343457751449,20.873604014515877,68.11230906192213,0.5429643691322955,27.088395542625644,1950.3644790685871,5.262489595789488,33027,4433,36371,82.4577989000245
variance_duration.temporal_modifications,x0.25,0.25,4,True,,38050.99826171365,0.020456578441152617,76102,10002198,38.90955144170493,21.51608369173482,71.27614706307675,0.5404104366906843,26.28049332796646,1892.1955196129836,4.317347426734471,35496,5140,35466,82.61506029998418
variance_duration.temporal_modifications,x4,4.0,0,True,,37717.99665318852,0.020612274405318997,75436,9997429,39.55155577572478,21.160563807934523,69.7245271652937,0.5493271635515234,26.512140855599828,1908.874141603073,5.513349663637131,33856,5011,36569,78.41890769999009
variance_duration.temporal_modifications,x4,4.0,1,True,,37086.99430640704,0.020107389625043937,74174,9997467,39.21949784931617,21.475195534527302,69.02635650932785,0.5447152479070129,26.96325476460859,1941.3543430517373,5.440292572957271,33663,4256,36255,80.612176500028
variance_duration.temporal_modifications,x4,4.0,2,True,,36125.49325494686,0.02029226355767422,72251,9999807,40.623532324068414,21.148742526769638,72.51587051898241,0.5642157267239157,27.68123668087496,1993.0490410224832,5.225362741236598,30099,5583,36569,82.88576360000297
variance_duration.temporal_modifications,x4,4.0,3,True,,37179.99515329364,0.020847948334598826,74360,9997174,40.60414655652613,21.00835384428501,68.77731231898069,0.5639464799517391,26.896165085191768,1936.5238861335224,5.526908344844177,33245,4642,36473,82.82030570000643
variance_duration.temporal_modifications,x4,4.0,4,True,,38458.99499055319,0.02094925287390396,76918,9999427,39.424980590308536,21.65122625976801,71.2892279904336,0.5475691748654,26.0016008391757,1872.115260420603,5.008275209480408,35658,5232,36028,84.49622849997832
variance_duration.triggering_conditions,x0.25,0.25,0,True,,38112.99212168878,0.020582984200376474,76226,9998260,39.07639078639256,21.34434173256159,76.66663692519069,0.5427276498101685,26.23741033810141,1889.0935443432509,4.143518473958753,34463,4988,36775,93.68816349998815
variance_duration.triggering_conditions,x0.25,0.25,1,True,,36629.99345735871,0.019764320433650354,73260,9999696,39.057263148352575,21.93940718099475,74.97907868921759,0.5424619881719925,27.299288205921854,1965.5487508258866,4.947752686446154,33827,4377,35056,90.67716110002948
variance_duration.triggering_conditions,x0.25,0.25,2,True,,35668.4922913053,0.02031637399515348,71337,9999899,41.21460237767443,21.52622812986374,83.14433809518816,0.5724250330228425,28.03563880061398,2018.5659936438476,4.85930718960602,29616,5570,36151,89.03011330001755
variance_duration.triggering_conditions,x0.25,0.25,3,True,,37344.99774115089,0.020517720093847898,74690,9998882,39.757513152323924,21.216534889987088,76.09327418059125,0.552187682671176,26.77722792219807,1927.9604103979025,4.835982025538054,33330,4675,36685,90.8057311999728
variance_duration.triggering_conditions,x0.25,0.25,4,True,,38454.9986328339,0.020570679503889792,76910,10003209,38.74341489497074,21.813453819602728,78.35186342895031,0.5381029846522432,26.003555625978198,1872.256005070158,4.0758662640990675,35518,5216,36176,93.35013849998359
variance_duration.triggering_conditions,x4,4.0,0,True,,37738.98766592307,0.020319219488883083,75478,9995510,38.96277159114065,20.085459019988775,63.73350187763572,0.5411496054338015,26.497211430389687,1907.7992229837087,4.792205815638516,34057,4874,36547,91.55536289996235
variance_duration.triggering_conditions,x4,4.0,1,True,,36636.49790549618,0.019872442062589823,73273,9997284,39.25053308070216,20.8027246594429,64.38382520228625,0.5451462927888395,27.29513138379432,1965.2494596281365,5.089665090152631,33910,4333,35030,89.30203769996297
variance_duration.triggering_conditions,x4,4.0,2,True,,35299.99769912329,0.020159712365988274,70600,9998581,41.3013517903745,20.263712458778173,67.25442538857459,0.5736298859781476,28.32684719795805,2039.5329982481087,6.532122368215013,29942,5545,35113,93.02095739997458
variance_duration.triggering_conditions,x4,4.0,3,True,,37467.99970103337,0.02027804308178488,74936,9996794,39.13439115978101,20.021153829991817,62.70145858824253,0.5435332105541463,26.68935695608082,1921.633700833452,4.706240715695484,33338,4628,36970,94.02959810005268
variance_duration.triggering_conditions,x4,4.0,4,True,,37763.49900749623,0.020865665349389242,75527,10000778,40.01803330770949,20.815003767609596,66.19303024038679,0.5558060181642657,26.479891427887573,1906.5521828035037,5.764764013641366,35618,5261,34648,98.03985649999231
